"","State","Region","Retail...recreation","Grocery...pharmacy","Parks","Transit.stations","Workplaces","Residential"
"2065","Pennsylvania","Greene County",-31,-7,NA,NA,-24,3
"2066","Pennsylvania","Huntingdon County",-34,-7,NA,NA,-26,16
"2067","Pennsylvania","Indiana County",-37,-19,NA,NA,-33,19
"2068","Pennsylvania","Jefferson County",-32,-7,NA,-14,-20,17
"2069","Pennsylvania","Juniata County",-70,-31,NA,NA,-40,NA
"2070","Pennsylvania","Lackawanna County",-56,-28,-9,-45,-34,12
"2071","Pennsylvania","Lancaster County",-59,-38,-11,-67,-39,14
"2072","Pennsylvania","Lawrence County",-28,-16,-50,NA,-29,18
"2073","Pennsylvania","Lebanon County",-43,-23,-42,-28,-32,12
"2074","Pennsylvania","Lehigh County",-58,-32,-28,-49,-37,13
"2075","Pennsylvania","Luzerne County",-54,-25,-5,-30,-32,12
"2076","Pennsylvania","Lycoming County",-49,-21,-44,-44,-32,10
"2077","Pennsylvania","McKean County",-32,-11,NA,NA,-26,17
"2078","Pennsylvania","Mercer County",-44,-34,NA,NA,-30,8
"2079","Pennsylvania","Mifflin County",-35,-12,NA,NA,-24,18
"2080","Pennsylvania","Monroe County",-59,-34,-49,-74,-45,13
"2081","Pennsylvania","Montgomery County",-58,-36,-4,-54,-44,15
"2082","Pennsylvania","Montour County",-63,-31,NA,NA,-13,NA
"2083","Pennsylvania","Northampton County",-56,-32,-6,-61,-39,14
"2084","Pennsylvania","Northumberland County",-42,-11,NA,-25,-22,9
"2085","Pennsylvania","Perry County",-38,-13,NA,NA,-25,21
"2086","Pennsylvania","Philadelphia County",-57,-27,-47,-57,-42,14
"2087","Pennsylvania","Pike County",-48,-16,NA,NA,-39,22
"2088","Pennsylvania","Potter County",-52,-6,NA,NA,-28,NA
"2089","Pennsylvania","Schuylkill County",-39,-16,-43,-6,-28,10
"2090","Pennsylvania","Snyder County",-55,-28,NA,NA,-33,12
"2091","Pennsylvania","Somerset County",-36,-14,-20,-55,-26,19
"2092","Pennsylvania","Sullivan County",NA,NA,NA,NA,-42,NA
"2093","Pennsylvania","Susquehanna County",-42,-17,NA,-25,-30,15
"2094","Pennsylvania","Tioga County",-45,-15,NA,NA,-27,16
"2095","Pennsylvania","Union County",-55,-30,NA,NA,-35,14
"2096","Pennsylvania","Venango County",-25,-15,NA,-70,-28,16
"2097","Pennsylvania","Warren County",-28,5,-38,NA,-27,17
"2098","Pennsylvania","Washington County",-45,-17,45,-16,-35,10
"2099","Pennsylvania","Wayne County",-49,-19,NA,NA,-41,17
"2100","Pennsylvania","Westmoreland County",-44,-28,103,-36,-35,10
"2101","Pennsylvania","Wyoming County",-36,-8,NA,NA,-35,-1
"2102","Pennsylvania","York County",-52,-34,-11,-46,-37,13
"2103","Rhode Island","Total",-55,-30,-50,-67,-37,14
"2104","Rhode Island","Bristol County",-61,-45,NA,NA,-37,22
"2105","Rhode Island","Kent County",-57,-26,-44,-72,-36,13
"2106","Rhode Island","Newport County",-57,-32,-60,-24,-39,21
"2107","Rhode Island","Providence County",-57,-29,-50,-65,-36,14
"2108","Rhode Island","Washington County",-53,-34,-59,-8,-40,13
"2109","South Carolina","Total",-38,-11,-4,-34,-34,9
"2110","South Carolina","Abbeville County",-35,7,NA,NA,-30,NA
"2111","South Carolina","Aiken County",-31,-11,-1,0,-33,8
"2112","South Carolina","Allendale County",NA,-12,NA,NA,-16,NA
"2113","South Carolina","Anderson County",-40,-3,-1,-20,-34,8
"2114","South Carolina","Bamberg County",-28,2,NA,NA,-26,NA
"2115","South Carolina","Barnwell County",-23,11,NA,NA,-24,NA
"2116","South Carolina","Beaufort County",-38,-16,1,-32,-39,10
"2117","South Carolina","Berkeley County",-32,-10,47,-53,-32,9
"2118","South Carolina","Calhoun County",-9,13,NA,-47,-32,NA
"2119","South Carolina","Charleston County",-48,-25,-35,-62,-42,11
"2120","South Carolina","Cherokee County",-37,-3,-7,-20,-24,11
"2121","South Carolina","Chester County",-29,4,NA,-25,-25,14
"2122","South Carolina","Chesterfield County",-34,3,NA,NA,-26,13
"2123","South Carolina","Clarendon County",-23,-2,NA,-12,-28,NA
"2124","South Carolina","Colleton County",-32,-13,NA,-27,-31,12
"2125","South Carolina","Darlington County",-20,-2,-36,NA,-22,13
"2126","South Carolina","Dillon County",-21,3,-41,-21,-19,-2
"2127","South Carolina","Dorchester County",-32,-12,1,-38,-36,9
"2128","South Carolina","Edgefield County",-46,8,NA,NA,-32,NA
"2129","South Carolina","Fairfield County",0,1,NA,-27,-33,NA
"2130","South Carolina","Florence County",-38,-11,-30,-24,-30,8
"2131","South Carolina","Georgetown County",-41,-6,58,NA,-30,11
"2132","South Carolina","Greenville County",-42,-12,-35,-38,-39,10
"2133","South Carolina","Greenwood County",-30,-4,NA,NA,-27,11
"2134","South Carolina","Hampton County",-44,-10,NA,-26,-23,NA
"2135","South Carolina","Horry County",-43,-13,17,-58,-39,8
"2136","South Carolina","Jasper County",-32,-21,-25,-8,-39,8
"2137","South Carolina","Kershaw County",-38,-7,NA,-36,-30,14
"2138","South Carolina","Lancaster County",-30,-13,NA,NA,-35,9
"2139","South Carolina","Laurens County",-23,2,NA,-27,-26,6
"2140","South Carolina","Lee County",-51,6,NA,-28,-20,NA
"2141","South Carolina","Lexington County",-42,-15,24,-33,-35,10
"2142","South Carolina","Marion County",-26,-7,NA,NA,-25,2
"2143","South Carolina","Marlboro County",-20,4,NA,NA,-22,NA
"2144","South Carolina","McCormick County",-36,30,NA,NA,-30,NA
"2145","South Carolina","Newberry County",-22,1,NA,-31,-25,10
"2146","South Carolina","Oconee County",-26,-6,2,NA,-28,8
"2147","South Carolina","Orangeburg County",-34,-5,NA,-31,-24,8
"2148","South Carolina","Pickens County",-35,-10,3,NA,-35,9
"2149","South Carolina","Richland County",-43,-19,-37,-21,-35,11
"2150","South Carolina","Saluda County",-36,-1,NA,NA,-26,NA
"2151","South Carolina","Spartanburg County",-34,-11,10,-57,-34,9
"2152","South Carolina","Sumter County",-33,-6,NA,-32,-31,8
"2153","South Carolina","Union County",-24,1,NA,NA,-23,4
"2154","South Carolina","Williamsburg County",-21,-2,NA,NA,-19,NA
"2155","South Carolina","York County",-33,-16,31,-34,-35,10
"2156","South Dakota","Total",-35,-3,126,-31,-25,8
"2157","South Dakota","Beadle County",-35,-22,NA,NA,-26,NA
"2158","South Dakota","Bon Homme County",NA,NA,NA,NA,-27,NA
"2159","South Dakota","Brookings County",-44,-21,NA,NA,-30,21
"2160","South Dakota","Brown County",-30,-10,NA,NA,-23,17
"2161","South Dakota","Brule County",-51,NA,NA,NA,-32,NA
"2162","South Dakota","Butte County",-8,NA,NA,NA,-17,NA
"2163","South Dakota","Charles Mix County",-59,NA,NA,NA,-18,NA
"2164","South Dakota","Clay County",-32,NA,NA,NA,-28,NA
"2165","South Dakota","Codington County",-35,-14,NA,-29,-24,15
"2166","South Dakota","Custer County",NA,NA,NA,NA,-23,NA
"2167","South Dakota","Davison County",-36,-7,NA,NA,-19,NA
"2168","South Dakota","Dewey County",NA,NA,NA,NA,-42,NA
"2169","South Dakota","Fall River County",-35,-12,NA,NA,-23,NA
"2170","South Dakota","Grant County",-52,NA,NA,NA,-21,NA
"2171","South Dakota","Hamlin County",NA,NA,NA,NA,-32,NA
"2172","South Dakota","Hughes County",-20,6,NA,NA,-16,NA
"2173","South Dakota","Hutchinson County",NA,NA,NA,NA,-17,NA
"2174","South Dakota","Kingsbury County",NA,NA,NA,NA,-27,NA
"2175","South Dakota","Lake County",-13,-13,NA,NA,-27,NA
"2176","South Dakota","Lawrence County",-42,-14,-41,NA,-46,0
"2177","South Dakota","Lincoln County",-13,13,NA,NA,-24,22
"2178","South Dakota","McCook County",NA,NA,NA,NA,-24,NA
"2179","South Dakota","Meade County",-38,-10,NA,NA,-32,12
"2180","South Dakota","Minnehaha County",-38,-5,141,-41,-23,8
"2181","South Dakota","Moody County",NA,NA,NA,NA,-27,NA
"2182","South Dakota","Pennington County",-42,-6,90,-24,-30,8
"2183","South Dakota","Roberts County",-37,4,NA,-33,-29,NA
"2184","South Dakota","Shannon County",-50,-11,NA,NA,-30,NA
"2185","South Dakota","Spink County",NA,NA,NA,NA,-28,NA
"2186","South Dakota","Todd County",NA,-26,NA,NA,-43,NA
"2187","South Dakota","Tripp County",-36,NA,NA,NA,NA,NA
"2188","South Dakota","Turner County",NA,NA,NA,NA,-21,NA
"2189","South Dakota","Union County",-30,-15,NA,-18,-17,NA
"2190","South Dakota","Walworth County",-19,NA,NA,NA,-37,NA
"2191","South Dakota","Yankton County",-23,-3,NA,NA,-22,8
"2192","Tennessee","Total",-35,-9,35,-35,-34,8
"2193","Tennessee","Anderson County",-30,-5,65,NA,-31,8
"2194","Tennessee","Bedford County",-17,-2,NA,NA,-33,14
"2195","Tennessee","Benton County",-28,16,NA,-25,-30,NA
"2196","Tennessee","Bledsoe County",-23,18,NA,NA,-29,NA
"2197","Tennessee","Blount County",-35,-4,35,-79,-39,9
"2198","Tennessee","Bradley County",-34,-6,NA,-18,-24,9
"2199","Tennessee","Campbell County",-16,-1,30,-12,-29,10
"2200","Tennessee","Cannon County",34,15,NA,NA,-24,NA
"2201","Tennessee","Carroll County",-33,-2,NA,NA,-26,4
"2202","Tennessee","Carter County",-15,1,16,NA,-21,11
"2203","Tennessee","Cheatham County",-9,23,NA,-36,-32,16
"2204","Tennessee","Chester County",-13,-3,NA,NA,-28,NA
"2205","Tennessee","Claiborne County",-28,29,NA,NA,-26,-2
"2206","Tennessee","Clay County",NA,NA,NA,NA,-28,NA
"2207","Tennessee","Cocke County",-24,-11,-3,-20,-36,11
"2208","Tennessee","Coffee County",-29,-6,NA,-35,-33,14
"2209","Tennessee","Crockett County",-9,3,NA,NA,-11,NA
"2210","Tennessee","Cumberland County",-22,-13,NA,-25,-32,11
"2211","Tennessee","Davidson County",-44,-17,-6,-64,-44,11
"2212","Tennessee","DeKalb County",-1,26,NA,NA,-34,NA
"2213","Tennessee","Decatur County",-10,8,NA,NA,-28,NA
"2214","Tennessee","Dickson County",-30,-13,NA,-19,-34,15
"2215","Tennessee","Dyer County",-21,-5,NA,-9,-21,11
"2216","Tennessee","Fayette County",-15,46,NA,-30,-35,9
"2217","Tennessee","Fentress County",-19,0,NA,NA,-19,NA
"2218","Tennessee","Franklin County",-15,3,NA,NA,-35,12
"2219","Tennessee","Gibson County",-18,4,NA,NA,-25,12
"2220","Tennessee","Giles County",-14,2,NA,-25,-24,8
"2221","Tennessee","Grainger County",-46,-1,NA,NA,-20,NA
"2222","Tennessee","Greene County",-26,-8,NA,-8,-19,4
"2223","Tennessee","Grundy County",-52,4,NA,NA,-33,NA
"2224","Tennessee","Hamblen County",-29,-12,NA,NA,-28,12
"2225","Tennessee","Hamilton County",-46,-15,17,-39,-36,10
"2226","Tennessee","Hancock County",NA,NA,NA,NA,-39,NA
"2227","Tennessee","Hardeman County",-11,-4,NA,NA,-28,NA
"2228","Tennessee","Hardin County",-24,-3,NA,NA,-29,NA
"2229","Tennessee","Hawkins County",-14,-5,NA,NA,-25,12
"2230","Tennessee","Haywood County",-11,4,NA,NA,-24,NA
"2231","Tennessee","Henderson County",-21,11,NA,NA,-33,-1
"2232","Tennessee","Henry County",-15,8,NA,NA,-30,11
"2233","Tennessee","Hickman County",-28,3,NA,NA,-26,-3
"2234","Tennessee","Houston County",-37,-17,NA,NA,-27,NA
"2235","Tennessee","Humphreys County",-12,2,NA,NA,-26,NA
"2236","Tennessee","Jackson County",NA,2,NA,NA,-31,NA
"2237","Tennessee","Jefferson County",-14,-10,NA,-17,-37,13
"2238","Tennessee","Johnson County",-26,3,NA,NA,-20,NA
"2239","Tennessee","Knox County",-41,-16,35,-28,-40,10
"2240","Tennessee","Lauderdale County",-7,21,NA,NA,-21,NA
"2241","Tennessee","Lawrence County",-22,2,NA,NA,-28,12
"2242","Tennessee","Lewis County",-7,-4,NA,NA,-39,NA
"2243","Tennessee","Lincoln County",-23,5,NA,NA,-21,7
"2244","Tennessee","Loudon County",-27,1,NA,-22,-40,13
"2245","Tennessee","Macon County",-16,-5,NA,NA,-33,NA
"2246","Tennessee","Madison County",-37,-15,-14,-32,-33,8
"2247","Tennessee","Marion County",-27,-26,29,-16,-28,0
"2248","Tennessee","Marshall County",-9,11,NA,-34,-29,14
"2249","Tennessee","Maury County",-30,-15,-33,-15,-33,9
"2250","Tennessee","McMinn County",-29,-13,NA,-23,-29,12
"2251","Tennessee","McNairy County",-17,-1,NA,-20,-17,NA
"2252","Tennessee","Meigs County",-12,14,NA,NA,-28,NA
"2253","Tennessee","Monroe County",-22,-7,NA,NA,-37,14
"2254","Tennessee","Montgomery County",-33,-9,91,-13,-32,8
"2255","Tennessee","Moore County",NA,NA,NA,NA,-29,NA
"2256","Tennessee","Morgan County",-5,2,NA,NA,-11,NA
"2257","Tennessee","Obion County",-28,14,NA,NA,-24,6
"2258","Tennessee","Overton County",-11,6,NA,NA,-30,NA
"2259","Tennessee","Perry County",-61,NA,NA,NA,-30,NA
"2260","Tennessee","Polk County",-29,9,NA,NA,-29,NA
"2261","Tennessee","Putnam County",-25,-14,NA,-11,-30,6
"2262","Tennessee","Rhea County",-7,-1,NA,NA,-26,11
"2263","Tennessee","Roane County",-16,-6,-19,NA,-27,13
"2264","Tennessee","Robertson County",-25,6,NA,-25,-36,15
"2265","Tennessee","Rutherford County",-35,-12,74,-16,-35,10
"2266","Tennessee","Scott County",-19,3,NA,NA,-20,NA
"2267","Tennessee","Sequatchie County",-20,11,NA,NA,-25,NA
"2268","Tennessee","Sevier County",-64,-29,-55,NA,-53,12
"2269","Tennessee","Shelby County",-36,-9,0,-25,-32,10
"2270","Tennessee","Smith County",-17,15,NA,-10,-13,NA
"2271","Tennessee","Stewart County",-23,11,NA,NA,-23,NA
"2272","Tennessee","Sullivan County",-33,-10,-22,-44,-30,8
"2273","Tennessee","Sumner County",-35,-13,112,NA,-36,10
"2274","Tennessee","Tipton County",-19,1,NA,NA,-29,16
"2275","Tennessee","Trousdale County",-20,11,NA,NA,-33,NA
"2276","Tennessee","Unicoi County",-22,3,NA,NA,-23,NA
"2277","Tennessee","Union County",-24,6,NA,NA,-17,NA
"2278","Tennessee","Van Buren County",NA,NA,NA,NA,-32,NA
"2279","Tennessee","Warren County",0,40,NA,NA,-33,13
"2280","Tennessee","Washington County",-45,-15,-25,-8,-33,8
"2281","Tennessee","Wayne County",-20,3,NA,NA,-28,NA
"2282","Tennessee","Weakley County",-27,-1,NA,NA,-23,7
"2283","Tennessee","White County",-35,-16,NA,NA,-44,-1
"2284","Tennessee","Williamson County",-46,-20,76,-19,-45,12
"2285","Tennessee","Wilson County",-34,-4,51,-6,-38,10
"2286","Texas","Total",-45,-23,-27,-47,-36,13
"2287","Texas","Anderson County",-23,1,NA,-17,-22,11
"2288","Texas","Andrews County",-28,-22,NA,32,-33,NA
"2289","Texas","Angelina County",-38,-9,-45,-25,-25,12
"2290","Texas","Aransas County",-48,-31,-67,NA,-29,10
"2291","Texas","Archer County",NA,NA,NA,NA,-27,NA
"2292","Texas","Atascosa County",-23,-24,NA,-65,-24,17
"2293","Texas","Austin County",-32,-6,NA,NA,-24,1
"2294","Texas","Bailey County",-29,-14,NA,NA,-31,NA
"2295","Texas","Bandera County",-25,15,-36,NA,-35,NA
"2296","Texas","Bastrop County",-32,-24,-14,NA,-34,12
"2297","Texas","Bee County",-46,-35,NA,NA,-27,-1
"2298","Texas","Bell County",-37,-24,8,-34,-33,10
"2299","Texas","Bexar County",-47,-23,-46,-46,-38,13
"2300","Texas","Blanco County",-41,-10,-50,NA,-39,NA
"2301","Texas","Bosque County",-26,0,NA,NA,-17,NA
"2302","Texas","Bowie County",-44,-20,-11,-18,-32,10
"2303","Texas","Brazoria County",-39,-21,9,-24,-30,13
"2304","Texas","Brazos County",-50,-28,-37,-60,-39,14
"2305","Texas","Brewster County",-52,-37,NA,NA,-28,NA
"2306","Texas","Brooks County",-53,-14,NA,-43,-31,NA
"2307","Texas","Brown County",-34,-18,NA,NA,-21,12
"2308","Texas","Burleson County",-26,0,NA,NA,-24,NA
"2309","Texas","Burnet County",-27,-15,8,NA,-36,15
"2310","Texas","Caldwell County",-35,-36,NA,-35,-36,17
"2311","Texas","Calhoun County",-35,-20,NA,NA,-20,NA
"2312","Texas","Callahan County",-26,-5,NA,-18,-8,NA
"2313","Texas","Cameron County",-61,-41,-70,-62,-37,17
"2314","Texas","Camp County",-11,-4,NA,NA,-13,NA
"2315","Texas","Carson County",NA,-28,NA,-20,-30,NA
"2316","Texas","Cass County",-28,4,NA,-20,-23,6
"2317","Texas","Castro County",NA,-14,NA,NA,-20,NA
"2318","Texas","Chambers County",-42,-19,NA,-39,-27,20
"2319","Texas","Cherokee County",-22,-5,NA,NA,-22,12
"2320","Texas","Childress County",-25,-31,NA,-11,-32,NA
"2321","Texas","Clay County",-53,NA,NA,-10,-24,NA
"2322","Texas","Coke County",NA,-21,NA,NA,NA,NA
"2323","Texas","Coleman County",-18,-16,NA,NA,-20,NA
"2324","Texas","Collin County",-50,-33,-11,-37,-45,14
"2325","Texas","Colorado County",-36,-8,NA,-31,-18,NA
"2326","Texas","Comal County",-47,-33,-30,-10,-36,12
"2327","Texas","Comanche County",-9,-22,NA,NA,-25,NA
"2328","Texas","Cooke County",-28,-3,-8,-33,-32,16
"2329","Texas","Coryell County",-29,-18,35,NA,-27,11
"2330","Texas","Crane County",-39,-27,NA,NA,-37,NA
"2331","Texas","Crockett County",NA,-27,NA,NA,NA,NA
"2332","Texas","Crosby County",NA,-15,NA,NA,-35,NA
"2333","Texas","Culberson County",-46,NA,NA,-30,NA,NA
"2334","Texas","Dallam County",-34,-12,NA,NA,-10,NA
"2335","Texas","Dallas County",-45,-21,-24,-45,-38,14
"2336","Texas","Dawson County",-36,-10,NA,NA,-26,NA
"2337","Texas","DeWitt County",-30,-22,NA,NA,-19,NA
"2338","Texas","Deaf Smith County",-24,-12,NA,-13,-18,NA
"2339","Texas","Delta County",NA,NA,NA,NA,-37,NA
"2340","Texas","Denton County",-47,-27,1,-30,-42,14
"2341","Texas","Dimmit County",-19,-17,NA,-34,-30,NA
"2342","Texas","Donley County",NA,NA,NA,9,NA,NA
"2343","Texas","Duval County",-46,-28,NA,NA,-36,NA
"2344","Texas","Eastland County",-31,-15,NA,-27,-28,NA
"2345","Texas","Ector County",-32,-5,NA,-8,-24,10
"2346","Texas","El Paso County",-50,-25,-65,-40,-37,15
"2347","Texas","Ellis County",-35,-18,4,-33,-34,13
"2348","Texas","Erath County",-47,-32,NA,NA,-25,10
"2349","Texas","Falls County",-19,-13,NA,NA,-10,NA
"2350","Texas","Fannin County",-11,-2,NA,NA,-25,11
"2351","Texas","Fayette County",-35,-25,NA,-33,-17,NA
"2352","Texas","Floyd County",NA,NA,NA,NA,-28,NA
"2353","Texas","Fort Bend County",-49,-26,-2,-26,-41,15
"2354","Texas","Franklin County",-33,4,NA,-23,-24,NA
"2355","Texas","Freestone County",-52,-4,NA,-41,-22,NA
"2356","Texas","Frio County",-21,-22,NA,-27,-19,NA
"2357","Texas","Gaines County",-28,-8,NA,NA,-20,NA
"2358","Texas","Galveston County",-42,-15,-29,-57,-35,12
"2359","Texas","Garza County",-31,-13,NA,NA,NA,NA
"2360","Texas","Gillespie County",-46,-25,-38,NA,-36,NA
"2361","Texas","Goliad County",-54,-38,NA,NA,-32,NA
"2362","Texas","Gonzales County",-30,-13,-19,NA,-20,NA
"2363","Texas","Gray County",-33,-10,NA,NA,-26,NA
"2364","Texas","Grayson County",-33,-9,47,NA,-29,9
"2365","Texas","Gregg County",-43,-21,2,NA,-31,11
"2366","Texas","Grimes County",-17,-3,NA,NA,-21,0
"2367","Texas","Guadalupe County",-34,-24,-1,-23,-37,12
"2368","Texas","Hale County",-29,-13,NA,NA,-27,11
"2369","Texas","Hall County",NA,NA,NA,-13,NA,NA
"2370","Texas","Hamilton County",-41,-32,NA,NA,-22,NA
"2371","Texas","Hardeman County",NA,-24,NA,-16,NA,NA
"2372","Texas","Hardin County",-45,-13,NA,NA,-32,16
"2373","Texas","Harris County",-46,-23,-22,-58,-38,14
"2374","Texas","Harrison County",-28,-7,-16,NA,-31,15
"2375","Texas","Hartley County",NA,-4,NA,NA,NA,NA
"2376","Texas","Haskell County",-16,-22,NA,NA,NA,NA
"2377","Texas","Hays County",-46,-22,-23,-19,-36,13
"2378","Texas","Henderson County",-30,-3,-22,NA,-28,9
"2379","Texas","Hidalgo County",-63,-43,-74,-64,-43,18
"2380","Texas","Hill County",-35,-8,NA,-41,-25,13
"2381","Texas","Hockley County",-23,-15,NA,NA,-17,-3
"2382","Texas","Hood County",-34,-7,-36,NA,-35,16
"2383","Texas","Hopkins County",-31,4,NA,-22,-27,11
"2384","Texas","Houston County",-22,5,NA,NA,-21,NA
"2385","Texas","Howard County",-35,-19,NA,-32,-24,14
"2386","Texas","Hunt County",-33,-15,-5,-23,-33,10
"2387","Texas","Hutchinson County",-19,-13,NA,NA,-11,NA
"2388","Texas","Jack County",-9,NA,NA,NA,-26,NA
"2389","Texas","Jackson County",-21,-19,NA,-44,-21,NA
"2390","Texas","Jasper County",-36,-24,25,NA,-30,6
"2391","Texas","Jefferson County",-49,-22,4,-35,-33,12
"2392","Texas","Jim Hogg County",NA,-29,NA,NA,NA,NA
"2393","Texas","Jim Wells County",-38,-22,NA,NA,-28,14
"2394","Texas","Johnson County",-33,-18,19,NA,-31,11
"2395","Texas","Jones County",-36,-8,NA,NA,-18,NA
"2396","Texas","Karnes County",-31,-24,NA,-46,-19,NA
"2397","Texas","Kaufman County",-46,-22,-26,-18,-38,12
"2398","Texas","Kendall County",-38,-25,-61,-31,-38,14
"2399","Texas","Kerr County",-32,-18,19,NA,-30,14
"2400","Texas","Kimble County",-35,NA,NA,-24,NA,NA
"2401","Texas","Kleberg County",-42,-36,-71,-56,-28,16
"2402","Texas","La Salle County",-54,-23,NA,-40,NA,NA
"2403","Texas","Lamar County",-24,-6,NA,-20,-13,12
"2404","Texas","Lamb County",-40,-17,NA,NA,-22,NA
"2405","Texas","Lampasas County",-30,-27,NA,NA,-38,NA
"2406","Texas","Lavaca County",133,-11,NA,NA,-18,NA
"2407","Texas","Lee County",-33,-37,NA,NA,-22,NA
"2408","Texas","Leon County",-51,-23,NA,-26,-32,NA
"2409","Texas","Liberty County",-38,-2,NA,-14,-28,11
"2410","Texas","Limestone County",-26,-15,NA,NA,-24,NA
"2411","Texas","Live Oak County",-68,-35,NA,-52,-39,NA
"2412","Texas","Llano County",-26,-3,10,NA,-32,NA
"2413","Texas","Loving County",NA,-58,NA,NA,NA,NA
"2414","Texas","Lubbock County",-37,-14,17,-36,-28,10
"2415","Texas","Lynn County",NA,NA,NA,NA,-24,NA
"2416","Texas","Madison County",-36,-63,NA,NA,-29,NA
"2417","Texas","Marion County",-30,-12,NA,NA,-26,NA
"2418","Texas","Martin County",-12,-13,NA,NA,-32,NA
"2419","Texas","Matagorda County",-34,-16,NA,NA,-9,13
"2420","Texas","Maverick County",-56,-36,-82,-62,-36,19
"2421","Texas","McCulloch County",-27,-10,NA,NA,-14,NA
"2422","Texas","McLennan County",-43,-22,-12,-34,-34,10
"2423","Texas","McMullen County",NA,NA,NA,-50,NA,NA
"2424","Texas","Medina County",-24,-8,-54,-30,-30,19
"2425","Texas","Midland County",-41,-19,-45,-24,-25,12
"2426","Texas","Milam County",-35,-20,NA,NA,-27,NA
"2427","Texas","Mitchell County",-35,-14,-70,NA,-26,NA
"2428","Texas","Montague County",-21,-18,NA,NA,-30,NA
"2429","Texas","Montgomery County",-47,-24,0,-26,-38,13
"2430","Texas","Moore County",-27,-12,NA,-7,-15,-1
"2431","Texas","Morris County",-15,-9,NA,NA,-30,NA
"2432","Texas","Nacogdoches County",-36,-3,-17,-43,-24,15
"2433","Texas","Navarro County",-40,-18,-7,-40,-32,16
"2434","Texas","Newton County",NA,0,NA,NA,-35,NA
"2435","Texas","Nolan County",-36,-10,NA,-31,-18,NA
"2436","Texas","Nueces County",-46,-25,-40,-45,-34,13
"2437","Texas","Ochiltree County",-44,-14,NA,NA,-26,NA
"2438","Texas","Oldham County",NA,NA,NA,-5,NA,NA
"2439","Texas","Orange County",-35,-18,-38,-37,-32,11
"2440","Texas","Palo Pinto County",-19,-1,NA,-34,-29,8
"2441","Texas","Panola County",-21,0,NA,-22,-28,NA
"2442","Texas","Parker County",-35,-15,2,-32,-35,10
"2443","Texas","Parmer County",NA,-10,NA,NA,-23,NA
"2444","Texas","Pecos County",-33,-17,NA,-22,-20,NA
"2445","Texas","Polk County",-36,-14,-7,-41,-36,10
"2446","Texas","Potter County",-41,-13,2,-17,-26,9
"2447","Texas","Presidio County",-69,-38,NA,NA,-35,NA
"2448","Texas","Rains County",-22,-8,NA,NA,-20,NA
"2449","Texas","Randall County",-34,-17,-24,NA,-30,9
"2450","Texas","Reagan County",NA,-2,NA,-15,NA,NA
"2451","Texas","Red River County",-2,16,NA,NA,-23,NA
"2452","Texas","Reeves County",-39,-19,NA,-8,-12,NA
"2453","Texas","Refugio County",-67,-43,NA,-43,-31,NA
"2454","Texas","Robertson County",-38,-16,NA,-32,-16,NA
"2455","Texas","Rockwall County",-45,-25,NA,-21,-40,25
"2456","Texas","Runnels County",-23,-5,NA,NA,-22,NA
"2457","Texas","Rusk County",-24,-7,NA,NA,-26,13
"2458","Texas","Sabine County",-17,13,NA,NA,-34,NA
"2459","Texas","San Augustine County",-62,-9,NA,NA,-34,NA
"2460","Texas","San Jacinto County",-31,7,-42,NA,-29,5
"2461","Texas","San Patricio County",-38,-23,-30,-33,-24,12
"2462","Texas","San Saba County",-12,NA,NA,NA,NA,NA
"2463","Texas","Scurry County",-32,-21,NA,NA,-18,NA
"2464","Texas","Shelby County",-29,-3,NA,NA,-27,NA
"2465","Texas","Sherman County",NA,NA,NA,0,NA,NA
"2466","Texas","Smith County",-52,-28,-21,-36,-34,13
"2467","Texas","Somervell County",-37,-6,NA,NA,-34,NA
"2468","Texas","Starr County",-54,-31,-57,NA,-29,25
"2469","Texas","Stephens County",-32,NA,NA,NA,-19,NA
"2470","Texas","Sutton County",-53,-29,NA,NA,NA,NA
"2471","Texas","Swisher County",NA,-4,NA,NA,-29,NA
"2472","Texas","Tarrant County",-48,-20,-16,-71,-36,13
"2473","Texas","Taylor County",-34,-14,NA,-7,-25,9
"2474","Texas","Terry County",-18,-19,NA,NA,-14,NA
"2475","Texas","Titus County",-28,2,NA,NA,-21,11
"2476","Texas","Tom Green County",-46,-18,18,NA,-26,10
"2477","Texas","Travis County",-54,-29,-19,-72,-44,15
"2478","Texas","Trinity County",-42,9,NA,NA,-26,NA
"2479","Texas","Tyler County",-45,11,NA,NA,-32,NA
"2480","Texas","Upshur County",-24,2,NA,NA,-31,15
"2481","Texas","Upton County",NA,-21,NA,NA,NA,NA
"2482","Texas","Uvalde County",-43,-31,NA,NA,-28,NA
"2483","Texas","Val Verde County",-55,-35,-53,NA,-32,21
"2484","Texas","Van Zandt County",-33,-16,7,-18,-25,13
"2485","Texas","Victoria County",-41,-23,-39,-49,-27,10
"2486","Texas","Walker County",-42,-17,-1,-42,-27,15
"2487","Texas","Waller County",-30,-22,NA,-22,-33,20
"2488","Texas","Ward County",-34,-16,NA,35,-15,NA
"2489","Texas","Washington County",-25,-14,NA,NA,-27,-2
"2490","Texas","Webb County",-55,-38,-78,-43,-35,16
"2491","Texas","Wharton County",-25,-36,NA,-36,-20,15
"2492","Texas","Wheeler County",-41,NA,NA,NA,NA,NA
"2493","Texas","Wichita County",-50,-30,-11,-24,-32,11
"2494","Texas","Wilbarger County",-20,-12,NA,-17,-9,NA
"2495","Texas","Willacy County",-51,-36,NA,NA,-34,NA
